Item Number,"Standard
Cost","Average
Cost",Wh,Description[1],Description[2],Description[3],Description[4],Description[5],Profile Info[4],"Pricing
Base",Multiplier/Price[1],Multiplier/Price[2],Multiplier/Price[3],Major Pricing,Multiplier/Price[4],Multiplier/Price[5],Multiplier/Price[6],"Price
Per",Item Number,Cross Ref ID
ROD200,0.00,2.65,HB,#4 ARMOR ROD  ARO110,,,,PRF AR-0110 (7/bundle=1),ARMOR RODS,P,8.85,10.62,7.69,6.54,6.54,0.00,9.38,EA,ROD200,RAB0700
ROD200,0.00,2.65,HB,#4 ARMOR ROD  ARO110,,,,PRF AR-0110 (7/bundle=1),ARMOR RODS,P,8.85,10.62,7.69,6.54,6.54,0.00,9.38,EA,ROD200,RO200
ROD202,0.00,3.80,HB,#2 ARMOR ROD  ARO114,,,,PRF AR-0114 (9/bundle=1),ARMOR RODS,P,11.28,13.54,9.81,8.34,8.34,0.00,11.96,EA,ROD202,RAB0900
ROD202,0.00,3.80,HB,#2 ARMOR ROD  ARO114,,,,PRF AR-0114 (9/bundle=1),ARMOR RODS,P,11.28,13.54,9.81,8.34,8.34,0.00,11.96,EA,ROD202,RO202
ROD204,0.00,5.80,HB,#1/0 ARMOR ROD  ARO118,,,,PRF AR-0118 (9/bundle=1),ARMOR RODS,P,18.26,21.91,15.88,13.50,13.50,0.00,19.36,EA,ROD204,RAB1100
ROD204,0.00,5.80,HB,#1/0 ARMOR ROD  ARO118,,,,PRF AR-0118 (9/bundle=1),ARMOR RODS,P,18.26,21.91,15.88,13.50,13.50,0.00,19.36,EA,ROD204,RO204
ROD206,0.00,6.55,HB,#2/0 ARMOR ROD ARO120,,,,PRF AR-0120 (10/bundle=1),ARMOR RODS,P,21.65,25.98,18.82,16.00,16.00,0.00,22.95,EA,ROD206,RAB1200
ROD206,0.00,6.55,HB,#2/0 ARMOR ROD ARO120,,,,PRF AR-0120 (10/bundle=1),ARMOR RODS,P,21.65,25.98,18.82,16.00,16.00,0.00,22.95,EA,ROD206,RO206
ROD208,0.00,11.48,HB,#4/0 ARMOR ROD ARO124,,,,PRF AR-0124 (11/bundle=1),ARMOR RODS,P,29.09,34.91,25.29,21.50,21.50,0.00,30.84,EA,ROD208,RAB1400
ROD208,0.00,11.48,HB,#4/0 ARMOR ROD ARO124,,,,PRF AR-0124 (11/bundle=1),ARMOR RODS,P,29.09,34.91,25.29,21.50,21.50,0.00,30.84,EA,ROD208,RO208
REL556,0.00,43.66,HB,120V DPDT PWR RELAY,(OPEN FACED),,,ALB 700-HG42A1,RELAYS (PWR TYPE) (CLAPPER),P,70.00,84.00,70.00,,70.00,62.21,70.00,EA,REL556,JAB7600
REL556,0.00,43.66,HB,120V DPDT PWR RELAY,(OPEN FACED),,,ALB 700-HG42A1,RELAYS (PWR TYPE) (CLAPPER),P,70.00,84.00,70.00,,70.00,62.21,70.00,EA,REL556,RE556
REL582,0.00,26.51,HB,IDEC TIME DELAY RELAY,120V #GT3A-2AF20 OR 3AF20,,,,TIME DELAY RELAYS,P,84.67,101.60,73.63,66.27,66.27,204.12,204.12,EA,REL582,RE582
REM600,0.00,68.68,HB,TIME MARK A258B  VOLTAGE,"MONITOR RELAY, 3 PHASE",,,TIME MARK A257B 240/480VAC,"VOLTAGE MONITOR RELAY, 3 PHASE",P,138.53,166.24,138.53,124.68,124.68,0.00,146.84,EA,REM600,RE600
REM604,0.00,115.85,HB,SYMCOM 455 VOLTAGE MONITOR,"RELAY, 3 PHASE",,,,"VOLTAGE MONITOR RELAY, 3 PHASE",P,221.03,265.24,221.03,198.93,198.93,0.00,234.29,EA,REM604,RE604
REM608,0.00,116.03,HB,RK PVC400AR VOLTAGE,"MONITOR RELAY, 3 PHASE",,,,"VOLTAGE MONITOR RELAY, 3 PHASE",P,197.00,236.40,197.00,187.15,187.15,0.00,208.82,EA,REM608,RE608
RELQ534,0.00,138.97,HB,9065-SS110 SQD CLASS,10 SOLID STATE OVERLOAD RELAY,9-27 AMP,,,SQUARE D CLASS 10 SOLID STATE OL RELAY,P,220.80,264.96,192.00,172.80,172.80,0.00,234.05,EA,RELQ534,RE534
RELQ536,0.00,187.92,HB,9065-SS210 SQD CLASS,10 SOLID STATE OVERLOAD RELAY,14-45 AMP,,,SQUARE D CLASS 10 SOLID STATE OL RELAY,P,310.50,372.60,270.00,243.00,243.00,0.00,329.13,EA,RELQ536,RE536
RELQ538,0.00,294.44,HB,9065-SS310 SQD CLASS,10 SOLID STATE OVERLOAD RELAY,30-90 AMP,,,SQUARE D CLASS 10 SOLID STATE OL RELAY,P,378.35,454.02,329.00,296.10,296.10,0.00,401.05,EA,RELQ538,RE538
RELQ540,0.00,159.32,HB,9065-SS410 SQD CLASS,10 SOLID STATE OVERLOAD RELAY,45-145 AMP,,,SQUARE D CLASS 10 SOLID STATE OL RELAY,P,548.55,658.26,477.00,429.30,428.30,0.00,581.46,EA,RELQ540,RE540
REL548,0.00,24.37,HB,SPDT 12VDC PWR RELAY,RO45D30-12 OPEN FACED,,,,RELAYS (PWR TYPE) (CLAPPER),P,42.30,50.76,42.30,38.07,38.07,0.00,44.84,EA,REL548,RE548
REL550,0.00,25.22,HB,24V DPDT PWR RELAY,(OPEN FACED),,,ALB 700-HG42A24,RELAYS (PWR TYPE) (CLAPPER),P,70.00,84.00,70.00,,70.00,51.30,70.00,EA,REL550,JAB7620
REL550,0.00,25.22,HB,24V DPDT PWR RELAY,(OPEN FACED),,,ALB 700-HG42A24,RELAYS (PWR TYPE) (CLAPPER),P,70.00,84.00,70.00,,70.00,51.30,70.00,EA,REL550,RE550
RELS502,0.00,77.56,HB,48ATB3S00 .75-3.4 AMP,SIEMANS/FURNAS ESP SERIES 48,,,,OVERLOAD RELAYS,P,187.00,224.40,187.00,,187.00,0.00,198.22,EA,RELS502,RE502
RELS504,0.00,78.54,HB,48ATC3S00 3-12 AMP,ESP SERIES 48 SOLID STATE OL,SIEMANS/FURNAS,,,OVERLOAD RELAYS,P,187.00,224.40,187.00,,187.00,0.00,198.22,EA,RELS504,RE504
RELS508,0.00,80.17,HB,48ATD3S00 5.5 TO 22,AMP SIEMANS/FURNAS ESP SERIES,,,,OVERLOAD RELAYS,P,187.00,224.40,187.00,,187.00,0.00,198.22,EA,RELS508,RE508
RELS510,0.00,97.66,HB,48ATE3S00 10 TO 40 AMP,SIEMANS/FURNAS ESP SERIES 48,,,,OVERLOAD RELAYS,P,187.00,224.40,187.00,,187.00,0.00,198.22,EA,RELS510,RE510
RELQ530,0.00,147.04,HB,SZ 00 3-9A 600V SOLID STATE,OVERLOAD RELAY,,,SQ D 9065-SSC10/SSC20,SQUARE D CLASS 10 SOLID STATE OL RELAY,P,281.77,332.77,309.94,294.44,109.44,0.00,140.43,EA,RELQ530,RE530
RELQ530,0.00,147.04,HB,SZ 00 3-9A 600V SOLID STATE,OVERLOAD RELAY,,,SQ D 9065-SSC10/SSC20,SQUARE D CLASS 10 SOLID STATE OL RELAY,P,281.77,332.77,309.94,294.44,109.44,0.00,140.43,EA,RELQ530,SQ D 9065SSC10
RELQ530,0.00,147.04,HB,SZ 00 3-9A 600V SOLID STATE,OVERLOAD RELAY,,,SQ D 9065-SSC10/SSC20,SQUARE D CLASS 10 SOLID STATE OL RELAY,P,281.77,332.77,309.94,294.44,109.44,0.00,140.43,EA,RELQ530,SQ D 9065SSC20
RELQ532,0.00,140.70,HB,9065-SS010 SQD CLASS,10 SOLID STATE OVERLOAD RELAY,6-18 AMP,,,SQUARE D CLASS 10 SOLID STATE OL RELAY,P,220.80,264.96,192.00,172.80,172.80,0.00,234.05,EA,RELQ532,RE532
RELS462,0.00,110.28,HB,958LFB3SA 13-52 AMP,SIEMANS/FURNAS 958L SOLID STA,,,,ELECTRONIC OVERLOAD RELAY,P,263.00,315.60,263.00,236.70,236.70,0.00,278.78,EA,RELS462,RE462
RELS463,0.00,125.30,HB,958LGB3SA 25-100 AMP,SIEMANS/FURNAS 958L SOLID STA,,,,ELECTRONIC OVERLOAD RELAY,P,279.00,334.80,279.00,251.10,251.10,0.00,295.74,EA,RELS463,RE463
RELS463,0.00,125.30,HB,958LGB3SA 25-100 AMP,SIEMANS/FURNAS 958L SOLID STA,,,,ELECTRONIC OVERLOAD RELAY,P,279.00,334.80,279.00,251.10,251.10,0.00,295.74,EA,RELS463,XSR022
RELS464,0.00,193.13,HB,958LHB3SA 50-200 AMP,SIEMANS/FURNAS 958L SOLID STA,,,,ELECTRONIC OVERLOAD RELAY,P,488.00,585.60,488.00,439.20,439.20,0.00,517.28,EA,RELS464,RE464
RE472,0.00,141.00,HB,958L109314 28-56 AMP,SIEMANS/FURNAS ELECTRONIC OL,RELAY,,,,P,279.00,334.80,279.00,251.10,251.10,0.00,295.74,EA,?,?
RE472,0.00,141.00,HB,958L109314 28-56 AMP,SIEMANS/FURNAS ELECTRONIC OL,RELAY,,,,P,279.00,334.80,279.00,251.10,251.10,0.00,0.00,EA,?,?
RE478,0.00,158.41,HB,958L109316 60-126 AMP,SIEMANS/FURNAS ELECTRONIC OL,RELAY,,,,P,441.60,529.92,384.00,345.60,345.60,0.00,407.04,EA,?,?
RE478,0.00,158.41,HB,958L109316 60-126 AMP,SIEMANS/FURNAS ELECTRONIC OL,RELAY,,,,P,384.00,460.80,384.00,345.60,345.60,0.00,0.00,EA,?,?
RELS500,0.00,84.63,HB,48ATA3S00 .25-1 AMP,SIEMANS/FURNAS ESP SERIES 48,,,,OVERLOAD RELAYS,P,184.00,220.80,184.00,,184.00,0.00,195.04,EA,RELS500,RE500
RELC428,128.44,165.20,HB,5A11246G149 26 TO 85,AMP CH SOLID STATE O.L. RELAY,,,,CH SOLID STATE OL RELAY,P,439.56,527.47,376.20,282.15,282.15,0.00,465.93,EA,RELC428,RE428
RELC430,0.00,0.00,HB,5A11246G151 66 TO 110,AMP CH SOLID STATE O.L. RELAY,,,,CH SOLID STATE OL RELAY,P,760.35,912.42,650.75,488.06,488.06,0.00,805.97,EA,RELC430,RE430
RELC432,0.00,252.65,HB,5A11246G152 57 TO 180,AMP CH SOLID STATE O.L. RELAY,,,,CH SOLID STATE OL RELAY,P,1032.30,1238.76,883.50,662.63,662.63,0.00,1094.24,EA,RELC432,RE432
RELS450,0.00,12.62,HB,SIEMANS/FURNAS N.O.,CONTACT FOR O.L. RELAY,,,,SIEMANS/FURNAS N.O. O.L. RELAY CONTACT,P,50.60,60.72,44.00,,44.00,0.00,53.64,EA,RELS450,RE450
RELS460,0.00,80.70,HB,958LDB3SA 5.5-22 AMP,SIEMANS/ FURNAS 958L SOLID ST,,,,ELECTRONIC OVERLOAD RELAY,P,184.00,220.80,184.00,165.60,165.60,0.00,195.04,EA,RELS460,RE460
RELS461,0.00,105.79,HB,958LEB3SA 10-40 AMP,SIEMANS/FURNAS 958L SOLID STA,,,,ELECTRONIC OVERLOAD RELAY,P,252.00,302.40,252.00,226.80,226.80,0.00,267.12,EA,RELS461,RE461
RELC412,0.00,67.35,HB,#C316PNA3B CH CLASS,10 O.L. RELAY,,,,C.H. CLASS 10 OVERLOAD RELAYS,P,815.10,978.12,700.25,595.21,595.21,0.00,864.01,EA,RELC412,RE412
RELC414,0.00,98.32,HB,#C316PNA3C CH CLASS,10 O.L. RELAY,,,,C.H. CLASS 10 OVERLOAD RELAYS,P,708.40,850.08,608.58,517.29,517.29,0.00,750.90,EA,RELC414,RE414
RELC420,46.38,61.84,HB,5A11246G144 1.6 TO 5.0,AMP CH SOLID STATE O.L. RELAY,,,,CH SOLID STATE OL RELAY,P,240.87,289.04,206.15,154.61,154.61,0.00,255.32,EA,RELC420,RE420
RELC422,0.00,72.32,HB,5A11246G145 3.7 TO 12.0,AMP CH SOLID STATE O.L. RELAY,,,,CH SOLID STATE OL RELAY,P,240.87,289.04,206.15,154.61,154.61,0.00,255.32,EA,RELC422,RE422
RELC424,0.00,66.24,HB,5A11246G146 12 TO 32,AMP CH SOLID STATE O.L. RELAY,,,,CH SOLID STATE OL RELAY,P,254.19,305.03,217.55,163.16,163.16,254.19,269.44,EA,RELC424,RE424
RELC406,0.00,37.83,HB,#C316KNA3E CH CLASS,10 O.L. RELAY,,,,C.H. CLASS 10 OVERLOAD RELAYS,P,248.60,298.32,213.57,181.53,181.53,0.00,263.52,EA,RELC406,RE406
RELC388,0.00,22.29,HB,#C316FNA3M CH CLASS,10 O.L. RELAY,,,,C.H. CLASS 10 OVERLOAD RELAYS,P,161.70,194.04,138.92,118.08,118.08,0.00,171.40,EA,RELC388,RE388
RELC390,0.00,22.29,HB,#C316FNA3P CH CLASS,10 O.L. RELAY,,,,C.H. CLASS 10 OVERLOAD RELAYS,P,167.20,200.64,143.64,122.09,122.09,0.00,177.23,EA,RELC390,RE390
RELC392,0.00,28.05,HB,#C316FNA3Q CH CLASS,10 O.L. RELAY,,,,C.H. CLASS 10 OVERLOAD RELAYS,P,167.20,200.64,143.64,122.09,122.09,0.00,177.23,EA,RELC392,RE392
RELC396,0.00,28.05,HB,#C316FNA3T CH CLASS,10 O.L. RELAY,,,,C.H. CLASS 10 OVERLOAD RELAYS,P,193.60,232.32,166.20,141.27,141.27,0.00,205.22,EA,RELC396,RE396
RELC398,0.00,37.83,HB,#C316KNA3A CH CLASS,10 O.L. RELAY,,,,C.H. CLASS 10 OVERLOAD RELAYS,P,187.00,224.40,160.65,136.55,136.55,0.00,198.22,EA,RELC398,RE398
REL610,26.92,6.53,HB,SQ.D 8501KPD12V51 12VDC RELAY,,,,,MISCELLANEOUS RELAYS,P,37.88,45.46,37.88,,37.88,0.00,43.84,EA,REL610,RE350
REL612,0.00,53.15,HB,RSSDN-75A SPST SOLID,"STATE RELAY N.O.,",,,,MISCELLANEOUS RELAYS,P,88.61,106.33,88.61,79.75,79.75,0.00,93.93,EA,REL612,RE360
RELG380,0.00,34.99,HB,GE RTXP O.L. RELAY BRACKET,,,,,GENERAL ELECTRIC OVERLOAD RELAY BRACKET,P,20.79,24.95,20.79,17.67,17.67,0.00,39.41,EA,RELG380,RE380
RELC382,0.00,39.95,HB,#C316FNA3H CH CLASS,10 O.L. RELAY,,,,C.H. CLASS 10 OVERLOAD RELAYS,P,161.70,194.04,138.92,118.08,118.08,0.00,171.40,EA,RELC382,RE382
RE384,0.00,22.29,HB,#C316FNA3J (CH) CLASS 10,O.L. RELAY,,,,,P,0.00,0.00,0.00,0.00,0.00,0.00,148.08,EA,?,?
RE384,0.00,22.29,HB,#C316FNA3J (CH) CLASS 10,O.L. RELAY,,,,,P,139.70,167.64,120.02,102.02,102.02,0.00,0.00,EA,?,?
REL328,0.00,23.26,HB,120V 11 PIN RELAY 3PDT,GENERAL PURPOSE,,,,RELAY (GENERAL PURPOSE),P,34.75,41.70,34.75,27.80,27.80,17.86,36.84,EA,REL328,RE312
REL600,0.00,65.13,HB,IDEC MAGNETIC LATCHING,RELAY #RR2KP-UAC,,,,MISCELLANEOUS RELAYS,P,50.62,60.74,44.02,39.62,39.62,0.00,53.66,EA,REL600,RE330
REL602,0.00,40.99,HB,OMRON LATCHING RELAY 120V,,,,,MISCELLANEOUS RELAYS,P,86.42,103.70,82.10,78.00,78.00,106.92,106.92,EA,REL602,OMRON MK2KPUAAC120
REL602,0.00,40.99,HB,OMRON LATCHING RELAY 120V,,,,,MISCELLANEOUS RELAYS,P,86.42,103.70,82.10,78.00,78.00,106.92,106.92,EA,REL602,RE334
REL604,0.00,27.02,HB,OMRON LATCHING RELAY 24V,,,,,MISCELLANEOUS RELAYS,P,88.54,106.25,84.11,79.90,79.90,106.92,106.92,EA,REL604,RE338
REL606,0.00,13.84,HB,OMRON RELAY G2R-2SN-AC120,,,,,MISCELLANEOUS RELAYS,P,31.62,37.94,30.04,27.04,27.04,0.00,33.52,EA,REL606,RE342
REL608,0.00,33.38,HB,OMRON RELAY BASE #P2RF08,,,,,MISCELLANEOUS RELAYS,P,17.24,20.69,16.38,14.74,14.74,0.00,18.27,EA,REL608,RE346
REC270,0.00,18250.00,HB,"VIP388ER-12-1-ST, 27KV","125 BIL, 3-PHASE, 800 AMP,",,,,G & W VACUUM RECLOSER,P,23981.05,28777.26,23981.05,22782.00,22782.00,0.00,28867.62,EA,REC270,RE270
REL320,0.00,7.50,HB,"12V 8 PIN RELAY, DPDT",GENERAL PURPOSE,,,,RELAY (GENERAL PURPOSE),P,28.25,33.90,28.25,22.60,22.60,29.16,28.25,EA,REL320,RE298
REL326,0.00,11.76,HB,24V 11 PIN RELAY 3PDT,GENERAL PURPOSE,,,,RELAY (GENERAL PURPOSE),P,34.75,41.70,34.75,27.80,27.80,20.82,36.84,EA,REL326,RE308
RAI200,0.00,131.00,HB,"36"""" HEAVY DUTY MOTOR RAILS",,,,,MOTOR RAILS - HEAVY DUTY,P,333.00,399.60,333.00,299.70,299.70,0.00,352.98,PR,RAI200,RA200
REC102,0.00,1.32,HB,15 AMP RECEPTACLE,SPECIFICATION GRADE,,,,RECEPTACLES,P,19.40,23.28,16.95,15.26,15.26,0.00,20.56,EA,REC102,RE210
REC232,0.00,11.67,HB,20 AMP GFI RECEPTACLE,,,,LEV W7899-E,RECEPTACLES,P,30.65,36.78,30.65,27.59,27.59,29.00,29.59,EA,REC232,GAB2315
REC232,0.00,11.67,HB,20 AMP GFI RECEPTACLE,,,,LEV W7899-E,RECEPTACLES,P,30.65,36.78,30.65,27.59,27.59,29.00,29.59,EA,REC232,RE230
REC232,0.00,11.67,HB,20 AMP GFI RECEPTACLE,,,,LEV W7899-E,RECEPTACLES,P,30.65,36.78,30.65,27.59,27.59,29.00,29.59,EA,REC232,XLK151
REC232,0.00,11.67,HB,20 AMP GFI RECEPTACLE,,,,LEV W7899-E,RECEPTACLES,P,30.65,36.78,30.65,27.59,27.59,29.00,29.59,EA,REC232,XLK703
PROC502,0.00,310.23,HB,#HMCP050K2 CH,(W) SIZE 2 MOTOR CIR,,,,MOTOR CIRCUIT PROTECTORS CUTLER HAMMER,P,1369.90,1643.88,984.20,885.78,885.78,0.00,1452.09,EA,PROC502,PR502
PROC504,0.00,384.16,HB,#HMCP100R3 CH,(W) SIZE 3 MOTOR CIR,,,,MOTOR CIRCUIT PROTECTORS CUTLER HAMMER,P,1651.09,1981.31,1186.22,1067.60,1067.60,0.00,1750.16,EA,PROC504,PR504
PROC506,0.00,1100.00,HB,#HMCP150U4 CH,(W) SIZE 4 MOTOR CIR,,,,MOTOR CIRCUIT PROTECTORS CUTLER HAMMER,P,2382.39,2858.87,1711.62,1540.46,1540.46,0.00,2525.33,EA,PROC506,PR506
PROC508,0.00,421.40,HB,#HMCP250L5 CH,(W) SIZE 5 MOTOR CIR,,,,MOTOR CIRCUIT PROTECTORS CUTLER HAMMER,P,2838.68,3406.42,2039.44,1835.50,1835.50,0.00,3009.00,EA,PROC508,PR508
RAC100,0.00,971.70,HB,CREOSOTED TRANSFORMER RACK,,,,,CREOSOTED TRANSFORMER RACKS,P,2137.74,2458.40,1943.40,1749.06,1749.06,1166.59,2266.00,EA,RAC100,RA100
POL454,0.00,485.36,HB,45' CLASS 3 POLE,,,,,POLES,P,905.12,1040.89,822.83,740.55,740.55,0.00,959.43,EA,POL454,PO454
POL800,0.00,24.26,HB,10' STUB POLE,,,,,STUB POLE,P,83.94,100.73,76.31,68.68,48.76,0.00,88.98,EA,POL800,PO460
POL464,0.00,20.00,HB,CREOSOTE POLE DISPOSAL,,,,,POLES,P,37.49,44.99,37.49,33.74,33.74,0.00,39.74,EA,POL464,PO464
POS500,0.00,21.95,HB,"TERMINAL POST, 8-FT",,,,,TERMINAL POSTS AND CAPS,P,27.92,33.50,27.92,25.13,25.13,0.00,29.60,EA,POS500,PO500
POS502,0.00,1.45,HB,"2"" TERMINAL POST CAP",,,,,TERMINAL POSTS AND CAPS,P,2.32,2.78,2.32,2.09,2.09,0.00,2.46,EA,POS502,PO502
PROC500,0.00,226.73,HB,#HMCP030H1 CH,(W) SIZE 1 MOTOR CIR,,,,MOTOR CIRCUIT PROTECTORS CUTLER HAMMER,P,1105.19,1326.23,794.02,714.62,714.62,513.00,1171.50,EA,PROC500,PR500
POL412,0.00,300.66,HB,35' CLASS 4 POLE,,,,,POLES,P,485.98,558.88,441.80,397.62,397.62,0.00,515.14,EA,POL412,PO412
POL418,0.00,351.59,HB,35' CLASS 3 POLE,,,,,POLES,P,644.58,741.27,585.98,527.38,527.38,0.00,683.25,EA,POL418,PO418
POL424,0.00,298.29,HB,40' CLASS 5 POLE,,,,,POLES,P,560.96,645.10,509.97,458.97,458.97,0.00,594.62,EA,POL424,PO424
POL430,0.00,337.00,HB,40' CLASS 4 POLE,,,,,POLES,P,646.27,743.21,587.52,528.77,528.77,0.00,685.05,EA,POL430,PO430
POL436,0.00,416.25,HB,40' CLASS 3 POLE,,,,,POLES,P,763.13,877.60,693.75,624.38,624.38,0.00,808.92,EA,POL436,PO436
POL442,0.00,550.96,HB,45' CLASS 5 POLE,,,,,POLES,P,606.30,697.25,551.18,496.06,496.06,0.00,642.68,EA,POL442,PO442
POL448,0.00,391.72,HB,45' CLASS 4 POLE,,,,,POLES,P,719.90,827.89,654.45,589.01,589.01,0.00,763.09,EA,POL448,PO448
PLG360,0.00,7.76,HB,"1 1/2"" GASKETED HOFFMANN PLUG",KO PLUG,,,HOF AS150 (10/bag),GASKETED KNOCKOUT PLUGS,P,29.36,35.23,24.47,20.80,20.80,31.16,31.16,EA,PLG360,EAA0500
PLG360,0.00,7.76,HB,"1 1/2"" GASKETED HOFFMANN PLUG",KO PLUG,,,HOF AS150 (10/bag),GASKETED KNOCKOUT PLUGS,P,29.36,35.23,24.47,20.80,20.80,31.16,31.16,EA,PLG360,PL360
PLG362,0.00,9.91,HB,"2"" GASKETED HOFFMANN PLUG",KO PLUG,,,HOF AS200 (10/bag),GASKETED KNOCKOUT PLUGS,P,31.08,37.30,25.90,22.02,22.01,28.43,32.94,EA,PLG362,EAA0600
PLG362,0.00,9.91,HB,"2"" GASKETED HOFFMANN PLUG",KO PLUG,,,HOF AS200 (10/bag),GASKETED KNOCKOUT PLUGS,P,31.08,37.30,25.90,22.02,22.01,28.43,32.94,EA,PLG362,PL362
PLG362,0.00,9.91,HB,"2"" GASKETED HOFFMANN PLUG",KO PLUG,,,HOF AS200 (10/bag),GASKETED KNOCKOUT PLUGS,P,31.08,37.30,25.90,22.02,22.01,28.43,32.94,EA,PLG362,XLK448
PLG364,0.00,11.61,HB,"2 1/2"" GASKETED HOFFMANN PLUG",KO PLUG,,,HOF AS,GASKETED KNOCKOUT PLUGS,P,41.16,49.39,34.30,29.16,29.16,38.88,41.95,EA,PLG364,EAA0700
PLG364,0.00,11.61,HB,"2 1/2"" GASKETED HOFFMANN PLUG",KO PLUG,,,HOF AS,GASKETED KNOCKOUT PLUGS,P,41.16,49.39,34.30,29.16,29.16,38.88,41.95,EA,PLG364,PL364
PLG366,0.00,18.00,HB,"3"" GASKETED HOFFMANN PLUG",KO PLUG,,,HOF AS300,GASKETED KNOCKOUT PLUGS,P,54.32,65.18,45.32,38.52,38.52,48.00,55.42,EA,PLG366,EAA0800
PLG366,0.00,18.00,HB,"3"" GASKETED HOFFMANN PLUG",KO PLUG,,,HOF AS300,GASKETED KNOCKOUT PLUGS,P,54.32,65.18,45.32,38.52,38.52,48.00,55.42,EA,PLG366,PL366
PLG368,0.00,25.66,HB,"4"" GASKETED HOFFMANN PLUG",KO PLUG,,,HOF AS400,GASKETED KNOCKOUT PLUGS,P,86.93,104.31,72.44,61.57,61.57,78.24,92.15,EA,PLG368,EAA0900
PLG368,0.00,25.66,HB,"4"" GASKETED HOFFMANN PLUG",KO PLUG,,,HOF AS400,GASKETED KNOCKOUT PLUGS,P,86.93,104.31,72.44,61.57,61.57,78.24,92.15,EA,PLG368,PL368
POL406,0.00,235.17,HB,35' CLASS 5 POLE,,,,,POLES,P,433.00,497.95,393.63,354.27,354.27,0.00,458.98,EA,POL406,PO406
PLG316,0.00,16.82,HB,"4"" CONDUIT PLUG  PLG105",,,,,CONDUIT PLUGS,P,52.42,62.90,45.58,38.74,38.74,0.00,55.57,EA,PLG316,PL316
PLG350,0.00,4.72,HB,PUSHBUTTON-GASKETED,HOFFMANN PLUG,,,,GASKETED KNOCKOUT PLUGS,P,17.98,21.58,14.99,12.74,12.74,15.09,18.33,EA,PLG350,PL350
PLG352,0.00,3.79,HB,"1/2"" GASKETED HOFFMANN PLUG",KO PLUG,,,HOF AS050 (10/bag),GASKETED KNOCKOUT PLUGS,P,12.77,15.32,10.64,9.04,9.04,13.88,13.88,EA,PLG352,EAA0100
PLG352,0.00,3.79,HB,"1/2"" GASKETED HOFFMANN PLUG",KO PLUG,,,HOF AS050 (10/bag),GASKETED KNOCKOUT PLUGS,P,12.77,15.32,10.64,9.04,9.04,13.88,13.88,EA,PLG352,PL352
PLG352,0.00,3.79,HB,"1/2"" GASKETED HOFFMANN PLUG",KO PLUG,,,HOF AS050 (10/bag),GASKETED KNOCKOUT PLUGS,P,12.77,15.32,10.64,9.04,9.04,13.88,13.88,EA,PLG352,XLK335
PLG354,0.00,4.70,HB,"3/4"" GASKETED HOFFMANN PLUG",KO PLUG,,,HOF AS075 (10/bag),GASKETED KNOCKOUT PLUGS,P,16.08,19.30,13.40,11.39,11.39,14.74,17.04,EA,PLG354,EAA0200
PLG354,0.00,4.70,HB,"3/4"" GASKETED HOFFMANN PLUG",KO PLUG,,,HOF AS075 (10/bag),GASKETED KNOCKOUT PLUGS,P,16.08,19.30,13.40,11.39,11.39,14.74,17.04,EA,PLG354,PL354
PLG354,0.00,4.70,HB,"3/4"" GASKETED HOFFMANN PLUG",KO PLUG,,,HOF AS075 (10/bag),GASKETED KNOCKOUT PLUGS,P,16.08,19.30,13.40,11.39,11.39,14.74,17.04,EA,PLG354,XLK369
PLG356,0.00,6.83,HB,"1"" GASKETED HOFFMANN PLUG",KO PLUG,,,HOF AS100 (10/bag),GASKETED KNOCKOUT PLUGS,P,22.21,26.65,18.51,15.73,15.73,20.29,23.54,EA,PLG356,EAA0300
PLG356,0.00,6.83,HB,"1"" GASKETED HOFFMANN PLUG",KO PLUG,,,HOF AS100 (10/bag),GASKETED KNOCKOUT PLUGS,P,22.21,26.65,18.51,15.73,15.73,20.29,23.54,EA,PLG356,PL356
PLG356,0.00,6.83,HB,"1"" GASKETED HOFFMANN PLUG",KO PLUG,,,HOF AS100 (10/bag),GASKETED KNOCKOUT PLUGS,P,22.21,26.65,18.51,15.73,15.73,20.29,23.54,EA,PLG356,XLK308
PLG358,0.00,6.97,HB,"1 1/4"" GASKETED HOFFMANN PLUG",KO PLUG,,,,GASKETED KNOCKOUT PLUGS,P,25.70,30.84,21.42,18.21,18.21,22.57,26.19,EA,PLG358,PL358
PLG304,0.00,2.02,HB,"1"" CONDUIT PLUG",,,,CRH PLG3 (25/box),CONDUIT PLUGS,P,4.89,5.87,4.25,3.61,3.61,8.96,8.86,EA,PLG304,BAK0300
PLG304,0.00,2.02,HB,"1"" CONDUIT PLUG",,,,CRH PLG3 (25/box),CONDUIT PLUGS,P,4.89,5.87,4.25,3.61,3.61,8.96,8.86,EA,PLG304,PL304
PLG304,0.00,2.02,HB,"1"" CONDUIT PLUG",,,,CRH PLG3 (25/box),CONDUIT PLUGS,P,4.89,5.87,4.25,3.61,3.61,8.96,8.86,EA,PLG304,XLK255
PLG306,0.00,1.86,HB,1 1/4 CONDUIT PLUG PLG45,,,,CRH PLG4/PLG45,CONDUIT PLUGS,P,5.36,6.43,4.66,3.96,3.96,7.94,8.86,EA,PLG306,APPLETON PLG125
PLG306,0.00,1.86,HB,1 1/4 CONDUIT PLUG PLG45,,,,CRH PLG4/PLG45,CONDUIT PLUGS,P,5.36,6.43,4.66,3.96,3.96,7.94,8.86,EA,PLG306,APPLETON PLG125S
